fideid,name,country,sex,title,w_title,o_title,foa_title,standart_rating,rapid_rating,blitz_rating,birthday,flag,IM,IM_year,WFM,WFM_year,WCM,WCM_year,GM,GM_year,WIM,WIM_year,FM,FM_year,CM,CM_year,WGM,WGM_year,WH,WH_year
44523793,"Ipek, Egehan",TUR,M,FM,N/A,N/A,N/A,2206,1969,1953,2008,N/A,False,0,False,0,False,0,False,0,False,0,True,2023,True,2022,False,0,False,0
2009870,"Ippolito, Dean",USA,M,IM,N/A,N/A,N/A,2325,0,0,1978,N/A,True,1999,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
607134,"Ippolito, Manuel",FRA,M,FM,N/A,N/A,N/A,2285,2267,2237,1967,N/A,False,0,False,0,False,0,False,0,False,0,True,2008,False,0,False,0,False,0
932957,"Irizanin, Radoje",SRB,M,FM,N/A,N/A,N/A,2216,2290,2228,1984,i,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
7100582,"Irnandi, Irwin",INA,M,FM,N/A,N/A,N/A,2240,0,0,1979,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
2200597,"Iruzubieta Villaluenga, Jesus M",ESP,M,FM,N/A,N/A,N/A,2377,0,2428,1966,N/A,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0,False,0
14301946,"Irving, Laura",RSA,F,WFM,WFM,N/A,N/A,2013,0,0,1989,wi,False,0,True,2010,False,0,False,0,False,0,False,0,False,0,False,0,False,0
13700154,"Irzhanov, Ruslan",KAZ,M,GM,N/A,N/A,N/A,2494,0,0,1976,i,False,0,False,0,False,0,True,1997,False,0,False,0,False,0,False,0,False,0
13700901,"Irzhanova, Victoriya",KAZ,F,WFM,WFM,N/A,N/A,2105,0,0,1972,wi,False,0,True,1995,False,0,False,0,False,0,False,0,False,0,False,0,False,0
5903076,"Isaakidis, Alexandros",CYP,M,FM,N/A,N/A,N/A,2214,2121,2204,1998,N/A,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0,False,0
14700050,"Isaev, Jamshed",TJK,M,IM,N/A,FT,N/A,2245,2271,2286,1967,N/A,True,2001,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4173350,"Isaev, Yuri",RUS,M,FM,N/A,N/A,N/A,2137,2037,2037,1950,i,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
4142500,"Isajevsky, Anton",RUS,M,FM,N/A,N/A,N/A,2404,2408,2510,1985,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
4129938,"Isanbaev, Ramil",RUS,M,FM,N/A,N/A,N/A,2116,2200,2037,1970,N/A,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0,False,0
13711644,"Isanzhulov, Arystan",KAZ,M,IM,N/A,N/A,N/A,2397,2454,2518,2003,N/A,True,2023,False,0,False,0,False,0,False,0,True,2018,False,0,False,0,False,0
13401092,"Isayev, Samid",AZE,M,FM,N/A,N/A,N/A,2322,0,0,1975,i,False,0,False,0,False,0,False,0,False,0,True,2015,False,0,False,0,False,0
13401823,"Isgenderova, Hayale",TUR,F,WIM,WIM,N/A,N/A,2118,0,0,1988,w,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0,False,0
12200336,"Ishak, Rashid",SUD,M,FM,N/A,N/A,N/A,2113,2206,2124,1982,i,False,0,False,0,False,0,False,0,False,0,True,2011,False,0,False,0,False,0
14000989,"Ishangulyyeva, Aknyr",TKM,F,WCM,WCM,N/A,N/A,1985,0,1959,1988,wi,False,0,False,0,True,2012,False,0,False,0,False,0,False,0,False,0,False,0
25728890,Ishvi Aggarwal,IND,F,WCM,WCM,N/A,N/A,2003,1869,1805,2005,w,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
34506896,"Isik, Alparslan",TUR,M,IM,N/A,N/A,N/A,2477,2316,2280,2003,N/A,True,2022,False,0,False,0,False,0,False,0,True,2017,False,0,False,0,False,0
6301886,"Isik, Engin Yasar",TUR,M,CM,N/A,N/A,N/A,2140,2205,2228,1982,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
13703102,"Iskakov, Aibek",KAZ,M,IM,N/A,N/A,N/A,2407,0,0,1986,i,True,2004,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
13703560,"Iskakov, Arsen",KAZ,M,FM,N/A,N/A,N/A,2312,0,0,1989,i,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
13400312,"Iskandarov, Misratdin",AZE,M,GM,N/A,N/A,N/A,2515,2483,2495,1995,N/A,True,2013,False,0,False,0,True,2020,False,0,False,0,False,0,False,0,False,0
1400398,"Iskov, Gert",DEN,M,IM,N/A,N/A,N/A,2320,0,0,1948,i,True,1979,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4120027,"Iskusnyh, Sergei",RUS,M,GM,N/A,N/A,N/A,2440,2347,2451,1974,i,True,1995,False,0,False,0,True,2001,False,0,False,0,False,0,False,0,False,0
10200975,"Islam, Khandaker Aminul",BAN,M,FM,N/A,N/A,N/A,2169,2185,2231,1977,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
4800800,"Ismael, Namir Mohammed Ismael",IRQ,M,CM,N/A,N/A,N/A,1941,2022,1918,1971,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0
13701525,"Ismagambetov, Anuar",KAZ,M,GM,N/A,N/A,N/A,2520,2466,2485,1986,i,True,2005,False,0,False,0,True,2008,False,0,False,0,False,0,False,0,False,0
34199982,"Ismagilov, Damir",RUS,M,CM,N/A,N/A,N/A,2173,2106,2164,2004,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2021,False,0,False,0
5700655,"Ismail, Ahmad",MAS,M,FM,N/A,N/A,N/A,1867,1954,1987,1963,N/A,False,0,False,0,False,0,False,0,False,0,True,2015,False,0,False,0,False,0
14320169,"Ismail, Imaan",RSA,F,WCM,WCM,N/A,N/A,1511,0,0,2006,wi,False,0,False,0,True,2015,False,0,False,0,False,0,False,0,False,0,False,0
10604260,"Ismail, Shereif",EGY,M,FM,N/A,N/A,N/A,2182,0,0,1989,i,False,0,False,0,False,0,False,0,False,0,True,2005,False,0,False,0,False,0
235555,"Ismaili, Afrim",BEL,M,FM,N/A,N/A,N/A,2380,0,0,1985,i,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0,False,0
13401998,"Ismailova, Aytaj",AZE,F,WFM,WFM,N/A,N/A,2121,0,0,1987,wi,False,0,True,2012,False,0,False,0,False,0,False,0,False,0,False,0,False,0
13400282,"Ismailova, Lala",AZE,F,WIM,WIM,N/A,N/A,2200,0,0,1969,wi,False,0,False,0,False,0,False,0,True,1996,False,0,False,0,False,0,False,0
13412604,"Ismayil, Malak",AZE,F,WFM,WFM,N/A,N/A,2122,1957,2081,2004,w,False,0,True,2023,True,2012,False,0,False,0,False,0,False,0,False,0,False,0
13429019,"Ismayilova, Khanim",AZE,F,WCM,WCM,N/A,N/A,1943,1823,1840,2010,w,False,0,False,0,True,2018,False,0,False,0,False,0,False,0,False,0,False,0
13400509,"Ismayilova, Parvana",AZE,F,WFM,WFM,N/A,N/A,2051,0,2073,1982,wi,False,0,True,1993,False,0,False,0,False,0,False,0,False,0,False,0,False,0
13414143,"Ismaylov, Tofig",AZE,M,FM,N/A,N/A,N/A,2303,0,0,,i,False,0,False,0,False,0,False,0,False,0,True,2013,False,0,False,0,False,0
804053,"Isonzo, David",ITA,M,FM,N/A,N/A,N/A,2388,0,0,1976,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
10224505,"Israt , Jahan Diba",BAN,F,WCM,WCM,N/A,N/A,1858,1815,1784,2008,w,False,0,False,0,True,2023,False,0,False,0,False,0,False,0,False,0,False,0
7600437,"Issa, Rafat",JOR,M,IM,N/A,N/A,N/A,2327,2374,2331,1975,N/A,True,2020,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
13703110,"Issabayev, Dias",KAZ,M,FM,N/A,N/A,N/A,2203,2063,2092,1988,i,False,0,False,0,False,0,False,0,False,0,True,2011,False,0,False,0,False,0
2619130,"Issani, Nameer",CAN,M,CM,N/A,N/A,N/A,2074,0,0,2006,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0
4661540,"Issel, Oliver",GER,M,CM,N/A,N/A,N/A,2012,0,0,1965,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0
24605751,"Isserman, Ryhor",GER,M,FM,N/A,N/A,N/A,2188,0,0,1951,i,False,0,False,0,False,0,False,0,False,0,True,2005,False,0,False,0,False,0
14923475,"Istona, Martin",SVK,M,FM,N/A,N/A,N/A,2218,2117,2174,1997,N/A,False,0,False,0,False,0,False,0,False,0,True,2015,False,0,False,0,False,0
1200372,"Istratescu, Andrei",ROU,M,GM,N/A,N/A,N/A,2363,2381,2516,1975,N/A,True,1992,False,0,False,0,True,1994,False,0,False,0,False,0,False,0,False,0
1208462,"Istrati, Viorica",ROU,F,WFM,WFM,N/A,N/A,2121,0,0,1983,wi,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
700703,"Istvandi, Lajos",HUN,M,IM,N/A,N/A,N/A,2223,2235,2260,1967,N/A,True,1991,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
706400,"Istvanovszki, Kalman",HUN,M,FM,N/A,N/A,N/A,2189,0,0,1964,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
726958,"Istvanovszki, Martin",HUN,M,FM,N/A,N/A,N/A,2318,2332,2345,1992,N/A,False,0,False,0,False,0,False,0,False,0,True,2010,False,0,False,0,False,0
5201071,"Isurina Mariano, Cristine Rose",PHI,F,WIM,WIM,N/A,N/A,1998,1930,1956,1973,w,False,0,False,0,False,0,False,0,True,2001,False,0,False,0,False,0,False,0
4902912,"Itgelt, Khuyagtsogt",MGL,M,IM,N/A,N/A,N/A,2416,2216,2233,2004,N/A,True,2024,False,0,False,0,False,0,False,0,True,2023,False,0,False,0,False,0
1209167,"Itkis, Boris",ROU,M,IM,N/A,N/A,N/A,2266,2207,2159,1952,N/A,True,1992,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2020190,"Itkis, Hana",USA,F,WFM,WFM,N/A,N/A,2048,0,0,1988,wi,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3901211,"Iturrizaga Bonelli, Eduardo",ESP,M,GM,N/A,N/A,N/A,2574,2610,2629,1989,N/A,True,2004,False,0,False,0,True,2008,False,0,False,0,False,0,False,0,False,0
24277916,"Iudina, Veronika",RUS,F,WCM,WCM,N/A,N/A,1989,2125,2095,2010,w,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
4192192,"Iugina, Mariia",ROU,F,WFM,WFM,N/A,N/A,2032,2022,2005,1988,w,False,0,True,2018,False,0,False,0,False,0,False,0,False,0,False,0,False,0
14200104,"Iuldachev, Saidali",UZB,M,GM,N/A,"FT,NA",N/A,2401,2445,2281,1968,N/A,True,1995,False,0,False,0,True,1996,False,0,False,0,False,0,False,0,False,0
13803026,"Iunusov, Nuriddin",KGZ,M,CM,N/A,N/A,N/A,1957,1947,1923,2008,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0
4122623,"Ivakhin, Maxim",RUS,M,IM,N/A,N/A,N/A,2360,2325,0,1976,i,True,1998,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4185641,"Ivakhinova, Inna",RUS,F,WGM,WGM,N/A,N/A,2278,2349,2307,1989,wi,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,True,2012,False,0
4177479,"Ivakhinova, Nadezhda",RUS,F,WFM,WFM,N/A,N/A,2068,0,0,1987,wi,False,0,True,2004,False,0,False,0,False,0,False,0,False,0,False,0,False,0
703591,"Ivan, Attila",HUN,M,FM,N/A,N/A,N/A,2202,2285,0,1965,N/A,False,0,False,0,False,0,False,0,False,0,True,2005,False,0,False,0,False,0
711861,"Ivan-Gal, Hanna Krisztina",HUN,F,WFM,WFM,N/A,N/A,2184,2064,2108,1998,w,False,0,True,2020,False,0,False,0,False,0,False,0,False,0,False,0,False,0
5048400,"Ivana Maria, Furtado",IND,F,WIM,WIM,N/A,N/A,2063,2075,2039,1999,w,False,0,True,2011,True,2008,False,0,True,2012,False,0,False,0,False,0,False,0
14100010,"Ivanchuk, Vasyl",UKR,M,GM,N/A,N/A,N/A,2619,2631,2642,1969,N/A,True,1987,False,0,False,0,True,1988,False,0,False,0,False,0,False,0,False,0
4121686,"Ivanets, Vladimir",RUS,M,FM,N/A,N/A,N/A,1894,2008,2093,1939,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
909440,"Ivanisevic, Dusica",SRB,F,WIM,WIM,N/A,N/A,2087,0,0,1958,wi,False,0,False,0,False,0,False,0,True,1982,False,0,False,0,False,0,False,0
912417,"Ivanisevic, Ivan",SRB,M,GM,N/A,N/A,N/A,2540,2539,2552,1977,N/A,True,1997,False,0,False,0,True,2000,False,0,False,0,False,0,False,0,False,0
702358,"Ivanka, Maria",HUN,F,WGM,WGM,N/A,N/A,2260,0,0,1950,wi,False,0,False,0,False,0,False,0,True,1968,False,0,False,0,True,1978,False,0
2604019,"Ivankovic, Goran",CAN,M,FM,N/A,N/A,N/A,2219,0,0,1965,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
34275339,"Ivannikov, Maksim",FID,M,CM,N/A,N/A,N/A,2186,2107,2178,2010,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
4136748,"Ivannikov, Vladimir",RUS,M,IM,N/A,N/A,N/A,2301,2260,2231,1960,i,True,1999,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2000202,"Ivanov, Alexander",USA,M,GM,N/A,N/A,N/A,2389,0,2497,1956,N/A,True,1988,False,0,False,0,True,1991,False,0,False,0,False,0,False,0,False,0
4126360,"Ivanov, Alexander Al.",RUS,M,GM,N/A,N/A,N/A,2383,2283,2241,1965,i,True,2002,False,0,False,0,True,2008,False,0,False,0,False,0,False,0,False,0
4104790,"Ivanov, Alexey",RUS,M,IM,N/A,N/A,N/A,2462,0,0,1969,i,True,2007,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4167635,"Ivanov, Alexey",RUS,M,IM,N/A,N/A,N/A,2415,2388,2332,1987,i,True,2007,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
4124863,"Ivanov, Alexey",RUS,M,IM,N/A,N/A,N/A,2411,2402,2372,1974,i,True,1997,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4188080,"Ivanov, Andrew",RUS,M,IM,N/A,N/A,N/A,2373,2274,2268,1988,i,True,2009,False,0,False,0,False,0,False,0,True,2008,False,0,False,0,False,0
2514311,"Ivanov, Andrey A.",IRL,M,CM,N/A,N/A,N/A,2048,2029,2008,2011,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
2901250,"Ivanov, Jordan",BUL,M,IM,N/A,N/A,N/A,2321,2314,2309,1960,i,True,1987,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2613158,"Ivanov, Mike",CAN,M,IM,N/A,N/A,N/A,2402,2318,2220,1995,N/A,True,2024,False,0,False,0,False,0,False,0,True,2016,False,0,False,0,False,0
4114906,"Ivanov, Mikhail M",SRB,M,GM,N/A,N/A,N/A,2265,2349,2344,1969,N/A,True,1992,False,0,False,0,True,1993,False,0,False,0,False,0,False,0,False,0
4103114,"Ivanov, Oleg",RUS,M,IM,N/A,N/A,N/A,2425,0,0,1965,i,True,1994,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
14110709,"Ivanov, Oleg V",UKR,M,IM,N/A,N/A,N/A,2390,2413,2320,1982,N/A,True,2008,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4160495,"Ivanov, Rostislav",RUS,M,FM,N/A,N/A,N/A,2140,2163,0,1945,i,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
4101375,"Ivanov, Sergey",RUS,M,GM,N/A,N/A,N/A,2438,2468,2362,1961,N/A,False,0,False,0,False,0,True,1995,False,0,False,0,False,0,False,0,False,0
4160282,"Ivanov, Sergey",RUS,M,CM,N/A,N/A,N/A,2043,0,0,1984,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2021,False,0,False,0
4174810,"Ivanov, Sergey A.",RUS,M,FM,N/A,N/A,N/A,2271,2213,2103,1976,i,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
2900483,"Ivanov, Spiridon",BUL,M,IM,N/A,N/A,N/A,2367,0,0,1946,i,True,1982,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2924269,"Ivanov, Svetlen",BUL,M,CM,N/A,N/A,N/A,1971,1848,2001,2008,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2015,False,0,False,0
4115350,"Ivanov, Timur",RUS,M,IM,N/A,N/A,N/A,2341,2273,2314,1969,N/A,True,1993,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4184254,"Ivanov, Valery",RUS,M,FM,N/A,N/A,N/A,2113,0,2087,1943,i,False,0,False,0,False,0,False,0,False,0,True,2004,False,0,False,0,False,0
4106148,"Ivanov, Victor L",RUS,M,IM,N/A,N/A,N/A,2371,2374,2335,1969,N/A,True,1993,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4693558,"Ivanov, Vladimir",GER,M,FM,N/A,N/A,N/A,2390,0,2357,1965,i,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
4182910,"Ivanova, Daria",RUS,F,WFM,WFM,N/A,N/A,2082,0,0,1990,wi,False,0,True,2005,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2925621,"Ivanova, Dilyana",BUL,F,WCM,WCM,N/A,N/A,1728,1776,1789,2007,w,False,0,False,0,True,2015,False,0,False,0,False,0,False,0,False,0,False,0
24139750,"Ivanova, Karina",RUS,F,WFM,WFM,N/A,N/A,2085,2070,2031,1996,wi,False,0,True,2014,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2900548,"Ivanova, Simoneta",BUL,F,WFM,WFM,N/A,N/A,2046,1968,1979,1997,wi,False,0,True,2014,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4190149,"Ivanova, Tatiana",RUS,F,WFM,WFM,N/A,N/A,2110,0,0,1989,wi,False,0,True,2006,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4109724,"Ivanova, Tatiana",RUS,F,WIM,WIM,N/A,N/A,2082,1984,1979,1958,w,False,0,False,0,False,0,False,0,True,2024,False,0,False,0,False,0,False,0
900095,"Ivanovic, Bozidar",MNE,M,GM,N/A,N/A,N/A,2328,2397,0,1946,N/A,True,1976,False,0,False,0,True,1978,False,0,False,0,False,0,False,0,False,0
920720,"Ivanovic, Dragutin",SRB,M,FM,N/A,N/A,N/A,2290,2280,0,1979,N/A,False,0,False,0,False,0,False,0,False,0,True,2005,False,0,False,0,False,0
922633,"Ivanovic, Jelena",BIH,F,WFM,WFM,N/A,N/A,2157,0,0,1979,wi,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
916277,"Ivanovic, Nikola",SRB,M,FM,N/A,N/A,N/A,1989,2062,1915,1963,N/A,False,0,False,0,False,0,False,0,False,0,True,2013,False,0,False,0,False,0
14500922,"Ivanovic, Zeljko",CRO,M,FM,N/A,N/A,N/A,1988,0,2064,1949,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
2263041,"Ivanovitch, Nicholas Michael",ESP,M,CM,N/A,N/A,N/A,2201,0,0,1988,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0
1700286,"Ivarsson, Stefan",SWE,M,FM,N/A,N/A,N/A,2315,0,0,1953,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
34331050,"Ivashentseva, Dominika",FID,F,WCM,WCM,N/A,N/A,1883,1892,1846,2011,w,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
14518848,"Ivekovic, Bozidar",CRO,M,FM,N/A,N/A,N/A,2400,2356,2374,1996,N/A,False,0,False,0,False,0,False,0,False,0,True,2020,False,0,False,0,False,0
14500663,"Ivekovic, Mario",CRO,M,FM,N/A,N/A,N/A,2078,0,0,1963,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
14517825,"Ivekovic, Tihana",CRO,F,WFM,WFM,NA,N/A,2089,2073,1961,1995,w,False,0,True,2015,False,0,False,0,False,0,False,0,False,0,False,0,False,0
14402572,"Iveljic, Igor",BIH,M,FM,N/A,N/A,N/A,2229,2292,2229,1977,i,False,0,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,False,0
14504146,"Ivic, Mateo",CRO,M,FM,N/A,N/A,N/A,2136,2226,2210,1973,N/A,False,0,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,False,0
953687,"Ivic, Matija",SRB,M,FM,N/A,N/A,N/A,2218,2331,2334,1998,N/A,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0,False,0
4642740,"Ivic, Roman",CRO,M,FM,N/A,N/A,N/A,2256,0,0,1960,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
950122,"Ivic, Velimir",SRB,M,GM,N/A,N/A,N/A,2620,2490,2523,2002,N/A,True,2018,False,0,False,0,True,2020,False,0,True,2016,False,0,False,0,False,0
909181,"Ivkovic, Staka",SRB,F,WFM,WFM,N/A,N/A,2099,0,0,1959,wi,False,0,True,2013,False,0,False,0,False,0,False,0,False,0,False,0,False,0
24185949,"Ivlev, Aleksey",RUS,M,FM,N/A,N/A,N/A,2319,2296,2217,1998,N/A,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0,False,0
24110035,"Ivshin, Konstantin",RUS,M,FM,N/A,N/A,N/A,2198,0,0,1988,i,False,0,False,0,False,0,False,0,False,0,True,2005,False,0,False,0,False,0
2020700,"Iwamoto, Takashi",USA,M,FM,N/A,N/A,N/A,2271,0,0,1980,i,False,0,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,False,0
7000626,"Iwasaki, Yudai",JPN,M,CM,N/A,N/A,N/A,2109,0,0,1982,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0
10800859,"Iyengar, Sharanya",IND,F,WCM,WCM,N/A,N/A,1714,1698,0,2002,wi,False,0,False,0,True,2013,False,0,False,0,False,0,False,0,False,0,False,0
6100139,"Izaba, Rodolfo",NCA,M,FM,N/A,N/A,N/A,1998,2033,1977,1972,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
2200260,"Izeta Txabarri, Felix",SEN,M,GM,N/A,N/A,N/A,2452,0,0,1961,i,True,1985,False,0,False,0,True,1994,False,0,False,0,False,0,False,0,False,0
7500041,"Izijk, Jimmy",AHO,M,CM,N/A,N/A,N/A,1981,0,1997,1961,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0
13700545,"Izmukhambetov, Salauat",KAZ,M,GM,N/A,N/A,N/A,2431,0,0,1972,i,True,1994,False,0,False,0,True,1996,False,0,False,0,False,0,False,0,False,0
24126560,"Izolitov, Alexey",RUS,M,FM,N/A,N/A,N/A,2298,0,0,1984,i,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
13602896,"Izoria, Ana",GEO,F,WFM,WFM,N/A,N/A,2127,0,0,1985,wi,False,0,True,2004,False,0,False,0,False,0,False,0,False,0,False,0,False,0
13603353,"Izoria, Giorgi",GEO,M,FM,N/A,N/A,N/A,2300,0,0,1987,i,False,0,False,0,False,0,False,0,False,0,True,2004,False,0,False,0,False,0
13601733,"Izoria, Zviad",USA,M,GM,N/A,N/A,N/A,2602,2579,2626,1984,i,True,2000,False,0,False,0,True,2002,False,0,False,0,False,0,False,0,False,0
3000044,"Izquierdo, Daniel",URU,M,FM,N/A,N/A,N/A,2069,2210,2090,1960,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
4156927,"Izraelyants, Karen",RUS,M,FM,N/A,N/A,N/A,2181,2155,2182,1958,i,False,0,False,0,False,0,False,0,False,0,True,2008,False,0,False,0,False,0
702234,"Izsak, Gyula",HUN,M,IM,N/A,N/A,N/A,2359,2402,2487,1973,N/A,True,1994,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2002434,"Izumikawa, Burt",USA,M,FM,N/A,N/A,N/A,2366,0,0,1967,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
3101029,"Izuzquiza Gonzalez, Javier",PUR,M,CM,N/A,N/A,N/A,2002,2028,2034,1989,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0
13405209,"Izzat, Kanan",AZE,M,IM,N/A,N/A,N/A,2465,2371,2365,1996,i,True,2014,False,0,False,0,False,0,False,0,True,2010,False,0,False,0,False,0
4800990,"Jabbar, Ryidh",IRQ,M,CM,N/A,N/A,N/A,2255,0,0,1962,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2010,False,0,False,0
13415646,"Jabbarli, Ayhan",AZE,M,CM,N/A,N/A,N/A,1752,1651,0,2007,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0
117366,"Jabie, Rafael",ARG,M,CM,N/A,NA,N/A,1967,1970,1937,1963,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2025,False,0,False,0
906255,"Jablan, Milivoje",SRB,M,FM,N/A,N/A,N/A,2229,0,0,1949,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
14925621,"Jablonicky, Martin",SVK,M,IM,N/A,N/A,N/A,2418,2364,2245,1999,N/A,True,2024,False,0,False,0,False,0,False,0,True,2015,False,0,False,0,False,0
616770,"Jablonski, Noham",FRA,M,FM,N/A,N/A,N/A,2215,0,0,1984,i,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
15000214,"Jacimovic, Dragoljub",MKD,M,GM,N/A,"DI,DI",N/A,2358,2334,2297,1964,N/A,False,0,False,0,False,0,True,2001,False,0,False,0,False,0,False,0,False,0
14403668,"Jacimovic, Sara",BIH,F,WFM,WFM,FA,N/A,1993,2136,2070,1997,w,False,0,True,2014,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4600975,"Jackelen, Thomas",GER,M,IM,N/A,N/A,N/A,2415,0,0,1965,i,True,2003,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
14915928,"Jacko, Vladimir",SVK,M,FM,N/A,N/A,N/A,2378,2305,2297,1993,N/A,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0,False,0
308498,"Jackova, Jana",CZE,F,IM,WGM,N/A,N/A,2402,0,0,1982,wi,True,2004,False,0,False,0,False,0,True,1998,False,0,False,0,True,2001,False,0
464635,"Jackson, Edward",ENG,M,CM,N/A,N/A,N/A,2143,1940,2044,2006,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
416860,"Jackson, James P",ENG,M,IM,N/A,N/A,N/A,2370,2308,2308,1991,N/A,True,2019,False,0,False,0,False,0,False,0,True,2014,False,0,False,0,False,0
403156,"Jackson, Oliver A",ENG,M,FM,N/A,N/A,N/A,2027,0,0,1946,N/A,False,0,False,0,False,0,False,0,False,0,True,2013,False,0,False,0,False,0
402508,"Jackson, Sheila",ENG,F,WGM,WGM,N/A,N/A,2009,1941,0,1957,w,False,0,False,0,False,0,False,0,True,1981,False,0,False,0,True,1988,False,0
